loan_id,borrower_id,application_date,loan_purpose,loan_amount,term_months,interest_rate,monthly_payment,dti_ratio,loan_status,days_delinquent,defaulted
LN-00263,BRW-0216,2024-04-24,Major Purchase,6200.0,24,9.9,285.81,14.5,Current,0,0
LN-00264,BRW-0217,2024-07-14,Vacation,27800.0,48,10.78,715.54,38.1,Current,0,0
LN-00265,BRW-0218,2025-04-27,Home Improvement,5500.0,48,11.5,143.49,36.6,Default,145,1
LN-00266,BRW-0219,2024-01-09,Business Loan,39400.0,48,6.77,939.28,26.5,Default,140,1
LN-00267,BRW-0220,2024-02-07,Vacation,30600.0,60,12.03,681.14,39.4,Current,0,0
LN-00268,BRW-0220,2024-03-03,Wedding,45400.0,48,8.19,1112.4,43.3,Current,0,0
LN-00269,BRW-0221,2024-12-21,Major Purchase,7600.0,60,12.33,170.33,11.0,Current,0,0
LN-00270,BRW-0222,2024-12-13,Vacation,13100.0,24,13.44,625.51,53.4,Late,15,0
LN-00271,BRW-0223,2025-01-03,Auto Loan,20700.0,48,12.0,545.11,19.8,Paid Off,0,0
LN-00272,BRW-0224,2024-07-23,Auto Loan,6100.0,48,10.48,156.12,42.8,Default,155,1
LN-00273,BRW-0225,2024-02-18,Major Purchase,25700.0,24,7.93,1161.52,38.1,Current,0,0
LN-00274,BRW-0226,2024-12-11,Medical Expenses,43900.0,12,14.33,3948.47,177.4,Default,88,1
LN-00275,BRW-0227,2024-09-30,Business Loan,49700.0,36,11.21,1632.06,51.2,Late,15,0
LN-00276,BRW-0228,2024-04-23,Home Improvement,46500.0,48,12.61,1238.5,56.2,Late,0,0
LN-00277,BRW-0229,2024-04-30,Home Improvement,4000.0,12,7.24,346.55,55.6,Late,15,0
LN-00278,BRW-0229,2024-04-11,Auto Loan,38600.0,48,10.06,980.11,61.5,Default,123,1
LN-00279,BRW-0230,2024-01-07,Medical Expenses,8100.0,48,12.0,213.3,43.4,Current,0,0
LN-00280,BRW-0231,2024-09-08,Home Improvement,22300.0,48,8.94,554.3,25.8,Current,0,0
LN-00281,BRW-0232,2025-06-12,Major Purchase,21600.0,48,11.09,559.21,46.2,Current,0,0
LN-00282,BRW-0233,2024-11-18,Debt Consolidation,26800.0,12,9.72,2352.66,31.1,Current,0,0
LN-00283,BRW-0234,2025-06-16,Debt Consolidation,32800.0,60,6.69,644.69,36.3,Paid Off,0,0
LN-00284,BRW-0235,2024-10-13,Auto Loan,17100.0,36,7.04,528.31,60.7,Current,0,0
LN-00285,BRW-0236,2024-12-19,Business Loan,32000.0,60,11.38,701.84,44.8,Current,0,0
LN-00286,BRW-0237,2024-05-09,Auto Loan,22300.0,48,11.48,581.57,49.1,Current,0,0
LN-00287,BRW-0238,2024-09-21,Auto Loan,24100.0,24,7.82,1088.0,72.2,Paid Off,0,0
LN-00288,BRW-0239,2024-12-28,Home Improvement,42400.0,36,11.95,1407.27,48.1,Default,61,1
LN-00289,BRW-0239,2024-08-29,Vacation,37400.0,48,10.51,957.75,41.7,Late,30,0
LN-00290,BRW-0240,2024-05-23,Moving,13200.0,36,8.17,414.68,57.1,Current,0,0
LN-00291,BRW-0240,2024-05-30,Education,11200.0,36,9.02,356.26,56.5,Current,0,0
LN-00292,BRW-0241,2025-02-16,Medical Expenses,22800.0,36,14.15,780.91,25.2,Current,0,0
LN-00293,BRW-0242,2025-03-02,Vacation,37700.0,48,9.64,949.66,70.0,Current,0,0
LN-00294,BRW-0243,2024-08-05,Medical Expenses,10400.0,60,7.41,207.95,65.5,Current,0,0
LN-00295,BRW-0244,2024-10-23,Home Improvement,14200.0,12,12.28,1263.51,66.2,Default,69,1
LN-00296,BRW-0245,2024-05-26,Auto Loan,16600.0,48,7.86,404.16,49.6,Current,0,0
LN-00297,BRW-0246,2024-12-23,Auto Loan,41100.0,48,10.23,1046.95,50.9,Default,41,1
LN-00298,BRW-0246,2025-01-21,Major Purchase,16900.0,48,14.72,467.94,43.1,Late,0,0
LN-00299,BRW-0247,2024-11-29,Moving,31000.0,48,9.18,774.09,40.2,Default,134,1
LN-00300,BRW-0248,2024-03-31,Major Purchase,3800.0,48,14.21,104.24,16.1,Current,0,0
LN-00301,BRW-0249,2024-02-24,Auto Loan,5100.0,60,8.29,104.12,51.2,Paid Off,0,0
LN-00302,BRW-0250,2024-10-08,Debt Consolidation,27200.0,24,14.71,1315.09,66.5,Paid Off,0,0
LN-00303,BRW-0251,2024-02-16,Vacation,12100.0,36,10.28,392.03,52.7,Late,15,0
LN-00304,BRW-0251,2024-04-03,Medical Expenses,35900.0,36,10.18,1161.43,70.5,Default,55,1
LN-00305,BRW-0252,2025-02-21,Auto Loan,9900.0,12,9.92,870.0,54.0,Paid Off,0,0
LN-00306,BRW-0253,2024-11-27,Debt Consolidation,5700.0,24,11.13,266.01,49.6,Late,15,0
LN-00307,BRW-0254,2025-05-31,Business Loan,30100.0,48,13.59,816.35,27.0,Current,0,0
LN-00308,BRW-0255,2024-01-20,Major Purchase,2400.0,24,14.87,116.22,38.3,Default,180,1
LN-00309,BRW-0256,2025-02-20,Business Loan,33300.0,24,11.81,1564.59,34.3,Current,0,0
LN-00310,BRW-0257,2025-03-09,Medical Expenses,23500.0,24,12.7,1113.92,71.2,Current,0,0
LN-00311,BRW-0258,2025-05-08,Wedding,32700.0,12,7.25,2833.19,85.7,Late,0,0
LN-00312,BRW-0258,2024-06-14,Education,12200.0,60,8.36,249.48,26.0,Current,0,0
LN-00313,BRW-0259,2024-08-03,Home Improvement,35000.0,36,12.84,1176.59,76.1,Late,30,0
LN-00314,BRW-0260,2024-11-25,Education,49000.0,48,10.83,1262.39,46.7,Current,0,0
LN-00315,BRW-0261,2024-01-10,Medical Expenses,2100.0,48,8.42,51.68,11.8,Paid Off,0,0
LN-00316,BRW-0262,2025-03-31,Major Purchase,13300.0,12,9.34,1165.2,96.6,Paid Off,0,0
LN-00317,BRW-0263,2025-01-14,Education,42300.0,12,7.97,3679.02,72.6,Current,0,0
LN-00318,BRW-0263,2024-11-06,Debt Consolidation,34700.0,36,8.31,1092.34,48.2,Paid Off,0,0
LN-00319,BRW-0264,2024-07-19,Debt Consolidation,40100.0,60,7.03,794.6,64.8,Current,0,0
LN-00320,BRW-0264,2024-06-28,Auto Loan,25700.0,60,6.95,508.28,59.8,Default,62,1
LN-00321,BRW-0265,2024-10-07,Medical Expenses,29400.0,24,10.76,1367.0,38.8,Paid Off,0,0
LN-00322,BRW-0266,2025-03-13,Moving,32400.0,48,7.78,787.64,30.9,Late,15,0
LN-00323,BRW-0267,2025-04-22,Major Purchase,21500.0,12,9.58,1885.99,68.1,Current,0,0
LN-00324,BRW-0267,2024-01-06,Business Loan,25600.0,60,8.43,524.36,47.1,Paid Off,0,0
LN-00325,BRW-0268,2024-07-20,Business Loan,22300.0,12,14.87,2011.39,109.3,Default,109,1
LN-00326,BRW-0268,2024-01-25,Home Improvement,6100.0,48,12.44,161.96,56.6,Current,0,0
LN-00327,BRW-0269,2025-06-16,Home Improvement,48000.0,12,10.76,4236.95,117.3,Late,15,0
LN-00328,BRW-0270,2024-02-04,Home Improvement,29700.0,12,15.86,2692.74,119.6,Default,46,1
LN-00329,BRW-0271,2025-03-18,Debt Consolidation,22200.0,36,10.67,723.34,39.9,Default,44,1
LN-00330,BRW-0272,2024-08-26,Auto Loan,21300.0,60,13.16,486.39,23.0,Late,0,0
LN-00331,BRW-0273,2024-01-27,Vacation,44200.0,60,10.81,956.83,29.8,Current,0,0
LN-00332,BRW-0274,2024-05-09,Wedding,30500.0,24,10.36,1412.49,38.1,Current,0,0
LN-00333,BRW-0275,2024-11-15,Vacation,7900.0,12,8.77,690.02,29.9,Late,0,0
LN-00334,BRW-0276,2024-12-17,Wedding,39200.0,24,8.35,1779.17,69.4,Late,30,0
LN-00335,BRW-0277,2025-03-08,Medical Expenses,8800.0,60,14.04,204.94,33.4,Late,30,0
LN-00336,BRW-0278,2024-12-05,Home Improvement,28000.0,48,12.52,744.52,40.9,Current,0,0
LN-00337,BRW-0279,2024-01-04,Education,17200.0,12,12.86,1535.13,44.4,Current,0,0
LN-00338,BRW-0280,2025-01-19,Vacation,47700.0,36,10.99,1561.41,77.5,Paid Off,0,0
LN-00339,BRW-0281,2024-07-18,Home Improvement,28600.0,24,8.7,1302.65,64.0,Late,15,0
LN-00340,BRW-0282,2024-12-13,Business Loan,4500.0,36,11.88,149.21,22.8,Current,0,0
LN-00341,BRW-0282,2024-05-20,Medical Expenses,36100.0,12,12.44,3214.88,145.0,Current,0,0
LN-00342,BRW-0283,2025-06-23,Auto Loan,19700.0,36,10.74,642.53,25.0,Late,30,0
LN-00343,BRW-0283,2024-07-15,Home Improvement,31300.0,24,11.41,1464.79,37.4,Current,0,0
LN-00344,BRW-0284,2024-10-28,Business Loan,38600.0,60,10.6,831.58,31.0,Current,0,0
LN-00345,BRW-0285,2024-03-24,Medical Expenses,48500.0,48,8.63,1198.42,58.9,Late,0,0
LN-00346,BRW-0286,2025-06-15,Major Purchase,33000.0,60,9.6,694.68,38.0,Current,0,0
LN-00347,BRW-0287,2024-07-31,Vacation,25800.0,60,10.98,560.7,37.0,Paid Off,0,0
LN-00348,BRW-0288,2025-01-18,Auto Loan,20100.0,24,14.98,974.39,26.1,Default,51,1
LN-00349,BRW-0289,2025-04-21,Home Improvement,19900.0,24,9.87,917.09,53.6,Current,0,0
LN-00350,BRW-0290,2025-03-28,Education,17200.0,48,10.56,440.88,9.8,Default,49,1
LN-00351,BRW-0291,2024-10-10,Home Improvement,26100.0,60,12.42,586.13,19.9,Current,0,0
LN-00352,BRW-0292,2024-10-08,Business Loan,12600.0,36,11.36,414.66,62.4,Default,65,1
LN-00353,BRW-0293,2024-12-20,Moving,2400.0,36,8.51,75.77,29.5,Current,0,0
LN-00354,BRW-0293,2024-06-01,Wedding,2600.0,60,12.05,57.9,28.9,Paid Off,0,0
LN-00355,BRW-0294,2025-04-17,Business Loan,39700.0,48,10.93,1024.72,21.3,Paid Off,0,0
LN-00356,BRW-0295,2024-05-22,Major Purchase,9300.0,60,8.15,189.24,38.4,Paid Off,0,0
LN-00357,BRW-0296,2024-11-02,Education,19900.0,48,13.08,534.66,49.5,Paid Off,0,0
LN-00358,BRW-0297,2025-02-04,Medical Expenses,49700.0,60,9.3,1038.94,37.5,Current,0,0
LN-00359,BRW-0297,2025-04-07,Moving,18800.0,36,9.0,597.83,26.7,Current,0,0
LN-00360,BRW-0298,2024-07-22,Medical Expenses,19000.0,48,6.03,446.48,54.1,Default,128,1
LN-00361,BRW-0299,2025-06-14,Business Loan,8100.0,48,8.2,198.51,64.1,Default,113,1
LN-00362,BRW-0300,2025-05-04,Major Purchase,49500.0,24,13.08,2355.18,86.4,Paid Off,0,0
LN-00363,BRW-0300,2025-05-01,Business Loan,9200.0,48,14.49,253.67,55.4,Default,177,1
LN-00364,BRW-0301,2024-01-08,Wedding,26800.0,48,7.81,651.88,55.1,Paid Off,0,0
LN-00365,BRW-0301,2025-04-16,Wedding,27200.0,60,10.83,589.09,54.0,Current,0,0
LN-00366,BRW-0302,2024-06-28,Vacation,33100.0,36,12.62,1109.22,67.8,Default,75,1
LN-00367,BRW-0303,2024-04-07,Major Purchase,45700.0,24,9.33,2094.72,76.0,Late,15,0
LN-00368,BRW-0303,2024-03-09,Medical Expenses,32100.0,36,9.17,1023.31,63.2,Current,0,0
LN-00369,BRW-0304,2024-11-29,Moving,14600.0,12,8.36,1272.46,66.1,Current,0,0
LN-00370,BRW-0305,2025-02-12,Debt Consolidation,6200.0,48,7.94,151.19,50.7,Current,0,0
LN-00371,BRW-0306,2024-03-25,Medical Expenses,12300.0,48,9.32,307.96,34.2,Paid Off,0,0
LN-00372,BRW-0307,2024-06-30,Auto Loan,8800.0,12,13.28,787.15,48.2,Default,166,1
LN-00373,BRW-0308,2025-01-01,Medical Expenses,11000.0,36,7.78,343.58,45.1,Paid Off,0,0
LN-00374,BRW-0309,2024-04-15,Vacation,42200.0,60,13.39,968.63,69.7,Default,108,1
LN-00375,BRW-0310,2025-01-18,Wedding,13400.0,24,14.29,645.21,51.9,Current,0,0
LN-00376,BRW-0311,2024-04-08,Debt Consolidation,10100.0,12,9.89,887.43,67.1,Current,0,0
LN-00377,BRW-0312,2024-07-13,Major Purchase,23900.0,36,10.64,778.39,76.8,Late,15,0
LN-00378,BRW-0313,2024-11-19,Business Loan,8300.0,24,8.84,378.57,41.0,Default,84,1
LN-00379,BRW-0314,2024-03-09,Home Improvement,15400.0,60,8.19,313.66,20.9,Paid Off,0,0
LN-00380,BRW-0315,2024-04-07,Home Improvement,38100.0,60,9.17,794.04,64.5,Late,30,0
LN-00381,BRW-0316,2025-05-08,Medical Expenses,13700.0,36,15.64,479.22,36.2,Default,34,1
LN-00382,BRW-0317,2024-01-14,Wedding,26500.0,24,12.88,1258.37,30.3,Default,61,1
LN-00383,BRW-0318,2025-05-25,Major Purchase,21000.0,12,9.45,1840.87,121.8,Current,0,0
LN-00384,BRW-0319,2024-11-21,Wedding,22800.0,36,10.2,737.83,37.2,Current,0,0
LN-00385,BRW-0320,2024-07-29,Auto Loan,13000.0,36,11.03,425.79,16.3,Late,15,0
LN-00386,BRW-0320,2025-01-25,Business Loan,35400.0,24,12.36,1672.36,36.3,Late,0,0
LN-00387,BRW-0321,2024-05-08,Vacation,5800.0,24,14.02,278.53,28.6,Default,170,1
LN-00388,BRW-0322,2024-07-21,Business Loan,4200.0,48,11.24,109.04,44.9,Default,75,1
LN-00389,BRW-0322,2024-07-25,Wedding,10200.0,48,14.52,281.4,49.0,Default,153,1
LN-00390,BRW-0323,2025-03-19,Education,8200.0,48,12.25,216.95,16.7,Paid Off,0,0
LN-00391,BRW-0324,2024-06-05,Major Purchase,4900.0,36,9.18,156.23,59.0,Current,0,0
LN-00392,BRW-0325,2025-04-25,Auto Loan,30600.0,12,9.93,2689.23,100.4,Default,78,1
LN-00393,BRW-0326,2025-02-08,Moving,20000.0,48,12.16,528.25,30.1,Current,0,0
LN-00394,BRW-0327,2024-06-15,Wedding,6100.0,12,10.74,538.39,47.2,Default,141,1
LN-00395,BRW-0328,2025-01-29,Education,24900.0,36,10.17,805.44,24.0,Current,0,0
LN-00396,BRW-0328,2024-05-31,Debt Consolidation,19300.0,12,10.17,1698.3,44.0,Late,0,0
LN-00397,BRW-0329,2024-04-04,Wedding,33800.0,24,6.85,1511.02,36.4,Late,15,0
LN-00398,BRW-0330,2025-03-13,Home Improvement,11100.0,48,9.53,279.03,48.1,Default,107,1
LN-00399,BRW-0331,2024-04-01,Moving,20400.0,36,12.24,679.91,60.2,Default,176,1
LN-00400,BRW-0332,2025-02-11,Education,14900.0,24,14.15,716.45,32.0,Current,0,0
LN-00401,BRW-0333,2024-10-22,Home Improvement,15500.0,60,8.45,317.63,52.3,Current,0,0
LN-00402,BRW-0334,2024-08-05,Business Loan,20100.0,12,12.95,1794.81,55.1,Default,45,1
LN-00403,BRW-0335,2024-04-21,Business Loan,34700.0,48,10.54,889.11,29.1,Current,0,0
LN-00404,BRW-0336,2024-04-13,Auto Loan,3400.0,24,10.04,156.96,13.2,Default,98,1
LN-00405,BRW-0337,2025-06-18,Debt Consolidation,39900.0,12,7.25,3457.02,77.6,Current,0,0
LN-00406,BRW-0338,2024-12-10,Auto Loan,24700.0,36,12.46,825.83,23.3,Late,15,0
LN-00407,BRW-0338,2024-12-30,Business Loan,33900.0,48,12.49,900.89,24.2,Current,0,0
LN-00408,BRW-0339,2024-05-05,Major Purchase,44600.0,24,6.46,1985.96,98.4,Late,0,0
LN-00409,BRW-0339,2024-07-11,Business Loan,25000.0,48,8.91,621.06,67.4,Default,112,1
LN-00410,BRW-0340,2024-08-27,Education,48500.0,36,11.66,1603.03,75.9,Late,0,0
LN-00411,BRW-0341,2024-04-12,Major Purchase,47200.0,48,13.0,1266.26,21.4,Current,0,0
LN-00412,BRW-0342,2025-05-24,Moving,39700.0,60,7.59,797.21,65.4,Late,0,0
LN-00413,BRW-0343,2024-09-03,Vacation,17000.0,12,8.58,1483.37,33.7,Paid Off,0,0
LN-00414,BRW-0344,2024-11-30,Home Improvement,36400.0,24,15.11,1766.82,37.6,Current,0,0
LN-00415,BRW-0345,2025-05-18,Vacation,34200.0,24,15.53,1666.87,73.9,Default,115,1
LN-00416,BRW-0346,2025-01-25,Wedding,22100.0,36,8.42,696.82,47.8,Paid Off,0,0
LN-00417,BRW-0346,2024-04-24,Major Purchase,9800.0,12,7.99,852.44,54.2,Default,78,1
LN-00418,BRW-0347,2024-01-02,Home Improvement,7000.0,36,11.75,231.67,26.4,Current,0,0
LN-00419,BRW-0348,2024-08-15,Major Purchase,12900.0,24,12.02,607.37,26.4,Default,32,1
LN-00420,BRW-0349,2025-05-26,Vacation,32200.0,36,10.02,1039.31,45.1,Current,0,0
LN-00421,BRW-0350,2025-05-04,Debt Consolidation,11300.0,12,10.33,995.18,47.5,Current,0,0
LN-00422,BRW-0351,2024-08-18,Debt Consolidation,18000.0,24,10.31,833.19,44.6,Paid Off,0,0
LN-00423,BRW-0351,2024-06-12,Medical Expenses,36900.0,36,10.99,1207.88,50.7,Current,0,0
LN-00424,BRW-0352,2024-10-16,Education,20800.0,60,12.8,471.14,52.9,Paid Off,0,0
LN-00425,BRW-0353,2024-11-07,Medical Expenses,40000.0,12,10.08,3518.12,107.2,Current,0,0
LN-00426,BRW-0354,2024-01-10,Auto Loan,12100.0,24,11.16,564.85,54.6,Late,15,0
LN-00427,BRW-0355,2024-04-08,Medical Expenses,49200.0,24,14.9,2383.21,69.4,Default,151,1
LN-00428,BRW-0356,2024-06-01,Debt Consolidation,21600.0,36,8.8,684.87,21.5,Current,0,0
LN-00429,BRW-0357,2025-01-19,Vacation,12000.0,24,13.61,573.95,46.6,Late,30,0
LN-00430,BRW-0358,2025-03-31,Vacation,33200.0,36,10.3,1075.95,58.6,Current,0,0
LN-00431,BRW-0359,2024-04-06,Moving,30200.0,60,11.38,662.36,31.8,Current,0,0
LN-00432,BRW-0360,2024-07-08,Major Purchase,8000.0,36,7.22,247.82,23.8,Current,0,0
LN-00433,BRW-0361,2024-05-07,Moving,26900.0,60,8.53,552.28,51.9,Late,0,0
LN-00434,BRW-0361,2025-04-02,Home Improvement,30800.0,24,5.86,1363.13,60.2,Current,0,0
LN-00435,BRW-0362,2024-05-07,Medical Expenses,14300.0,12,6.87,1236.48,23.6,Current,0,0
LN-00436,BRW-0363,2024-10-27,Debt Consolidation,3900.0,60,13.91,90.56,24.5,Current,0,0
LN-00437,BRW-0364,2024-08-02,Moving,49800.0,60,8.52,1022.2,52.7,Current,0,0
LN-00438,BRW-0365,2024-08-09,Medical Expenses,24000.0,24,11.19,1120.71,77.8,Paid Off,0,0
LN-00439,BRW-0366,2024-03-26,Moving,9800.0,24,8.38,444.93,29.8,Paid Off,0,0
LN-00440,BRW-0367,2025-06-07,Business Loan,26000.0,24,14.51,1254.61,61.7,Current,0,0
LN-00441,BRW-0368,2024-05-07,Major Purchase,31700.0,24,6.22,1408.11,66.8,Current,0,0
LN-00442,BRW-0368,2024-05-29,Education,18100.0,36,9.72,581.66,44.0,Current,0,0
LN-00443,BRW-0369,2024-11-09,Business Loan,7000.0,12,8.5,610.54,54.8,Current,0,0
LN-00444,BRW-0370,2024-02-19,Wedding,25100.0,60,10.83,543.61,68.0,Default,129,1
LN-00445,BRW-0371,2024-05-10,Moving,42100.0,48,11.95,1107.62,72.2,Default,161,1
LN-00446,BRW-0372,2025-01-14,Medical Expenses,14100.0,36,11.21,463.02,36.4,Late,0,0
LN-00447,BRW-0373,2024-10-09,Medical Expenses,17600.0,48,10.76,452.83,60.1,Paid Off,0,0
LN-00448,BRW-0374,2024-11-16,Business Loan,29700.0,36,8.45,936.87,39.8,Current,0,0
LN-00449,BRW-0374,2024-10-19,Business Loan,9900.0,12,6.84,855.88,37.9,Paid Off,0,0
LN-00450,BRW-0375,2025-06-11,Major Purchase,46800.0,24,10.46,2169.53,43.4,Current,0,0
LN-00451,BRW-0375,2024-12-19,Home Improvement,31600.0,12,11.64,2802.3,50.1,Paid Off,0,0
LN-00452,BRW-0376,2025-06-20,Moving,3700.0,48,15.07,103.11,55.4,Current,0,0
LN-00453,BRW-0376,2024-06-23,Medical Expenses,33800.0,48,12.73,902.25,80.2,Default,58,1
LN-00454,BRW-0377,2025-05-09,Business Loan,42800.0,12,9.37,3750.27,105.8,Paid Off,0,0
LN-00455,BRW-0378,2024-02-06,Business Loan,46600.0,60,11.4,1022.52,38.0,Late,15,0
LN-00456,BRW-0379,2024-12-24,Debt Consolidation,17800.0,36,11.5,586.97,42.5,Current,0,0
LN-00457,BRW-0380,2025-05-14,Vacation,14100.0,24,7.99,637.64,45.4,Default,94,1
LN-00458,BRW-0381,2024-10-02,Major Purchase,11000.0,24,13.82,527.21,56.6,Default,142,1
LN-00459,BRW-0382,2024-07-22,Vacation,19000.0,48,8.21,465.72,17.6,Current,0,0
LN-00460,BRW-0383,2024-09-29,Education,9700.0,24,10.74,450.93,20.3,Current,0,0
LN-00461,BRW-0384,2025-02-02,Medical Expenses,38700.0,48,9.99,981.35,27.2,Late,30,0
LN-00462,BRW-0385,2024-12-16,Education,38800.0,24,11.03,1808.92,70.1,Default,32,1
LN-00463,BRW-0386,2024-06-05,Auto Loan,6000.0,48,11.91,157.74,12.6,Current,0,0
LN-00464,BRW-0387,2024-04-15,Auto Loan,13900.0,48,6.83,331.76,35.7,Current,0,0
LN-00465,BRW-0388,2024-02-09,Wedding,9100.0,12,10.78,803.34,54.5,Default,79,1
LN-00466,BRW-0388,2025-01-24,Medical Expenses,31600.0,12,14.44,2843.82,80.7,Default,108,1
LN-00467,BRW-0389,2024-02-22,Business Loan,8800.0,12,9.35,771.0,36.2,Current,0,0
LN-00468,BRW-0390,2024-02-23,Major Purchase,45000.0,24,9.2,2059.95,72.5,Current,0,0
LN-00469,BRW-0391,2024-11-07,Wedding,5800.0,48,12.35,153.73,57.8,Default,33,1
LN-00470,BRW-0392,2025-06-25,Medical Expenses,35100.0,36,14.46,1207.49,63.5,Current,0,0
LN-00471,BRW-0393,2024-07-14,Home Improvement,8300.0,60,10.6,178.81,40.0,Default,144,1
LN-00472,BRW-0394,2024-07-25,Home Improvement,26300.0,36,11.46,866.77,75.6,Current,0,0
LN-00473,BRW-0394,2025-01-09,Major Purchase,8500.0,60,12.71,192.14,47.5,Paid Off,0,0
LN-00474,BRW-0395,2024-10-07,Major Purchase,47700.0,12,10.97,4215.14,122.0,Current,0,0
LN-00475,BRW-0396,2024-03-17,Business Loan,21100.0,60,11.78,467.02,17.5,Current,0,0
LN-00476,BRW-0397,2024-08-11,Major Purchase,11900.0,12,7.52,1032.52,17.6,Paid Off,0,0
LN-00477,BRW-0398,2024-10-30,Moving,27200.0,36,10.43,883.17,48.4,Current,0,0
LN-00478,BRW-0399,2024-10-03,Business Loan,32700.0,36,13.44,1108.74,24.4,Paid Off,0,0
LN-00479,BRW-0400,2025-01-12,Business Loan,2000.0,36,13.08,67.46,15.9,Late,15,0
LN-00480,BRW-0400,2024-02-28,Auto Loan,15700.0,60,11.39,344.42,26.8,Current,0,0
LN-00481,BRW-0401,2024-04-18,Auto Loan,21100.0,60,10.14,449.77,29.5,Paid Off,0,0
LN-00482,BRW-0402,2024-07-27,Wedding,20300.0,24,8.62,923.86,49.5,Paid Off,0,0
LN-00483,BRW-0403,2024-04-05,Business Loan,12500.0,24,14.99,606.02,82.0,Default,147,1
LN-00484,BRW-0404,2024-01-22,Medical Expenses,20000.0,24,11.22,934.2,48.3,Late,15,0
LN-00485,BRW-0405,2025-02-16,Business Loan,3600.0,24,9.51,165.31,25.2,Paid Off,0,0
LN-00486,BRW-0406,2024-02-14,Wedding,20400.0,12,14.07,1832.33,59.0,Default,51,1
LN-00487,BRW-0406,2024-01-10,Auto Loan,32100.0,12,13.9,2880.66,69.4,Paid Off,0,0
LN-00488,BRW-0407,2024-06-16,Home Improvement,14900.0,60,14.61,351.43,48.8,Default,152,1
LN-00489,BRW-0408,2024-02-15,Debt Consolidation,14800.0,60,6.52,289.72,37.6,Default,105,1
LN-00490,BRW-0409,2025-01-29,Major Purchase,17800.0,12,11.9,1580.68,90.2,Default,103,1
LN-00491,BRW-0410,2024-04-22,Major Purchase,36300.0,12,12.58,3235.07,72.1,Default,102,1
LN-00492,BRW-0411,2024-06-03,Wedding,13100.0,12,13.53,1173.32,57.8,Default,165,1
LN-00493,BRW-0412,2024-10-20,Medical Expenses,6600.0,36,10.01,212.99,49.3,Paid Off,0,0
LN-00494,BRW-0413,2024-06-01,Auto Loan,36100.0,12,12.48,3215.55,85.5,Current,0,0
LN-00495,BRW-0414,2024-10-12,Vacation,7400.0,48,14.9,205.57,56.2,Default,112,1
LN-00496,BRW-0415,2025-02-27,Medical Expenses,18900.0,48,10.69,485.64,30.2,Current,0,0
LN-00497,BRW-0415,2025-06-29,Business Loan,28400.0,60,11.24,620.89,31.9,Current,0,0
LN-00498,BRW-0416,2024-08-28,Moving,35300.0,24,13.15,1680.71,62.3,Paid Off,0,0
LN-00499,BRW-0417,2025-01-04,Vacation,46200.0,12,11.87,4102.0,155.3,Late,15,0
LN-00500,BRW-0418,2024-08-17,Medical Expenses,28500.0,48,9.76,719.55,53.9,Default,65,1
LN-00501,BRW-0419,2024-04-18,Medical Expenses,2300.0,48,11.06,59.51,31.5,Paid Off,0,0
LN-00502,BRW-0420,2025-03-02,Debt Consolidation,8800.0,24,6.29,391.17,18.1,Paid Off,0,0
LN-00503,BRW-0420,2025-03-30,Moving,16400.0,48,9.51,412.1,18.4,Current,0,0
LN-00504,BRW-0421,2025-03-09,Debt Consolidation,6800.0,24,10.29,314.7,24.5,Late,15,0
LN-00505,BRW-0422,2024-10-05,Wedding,36000.0,48,14.34,989.9,56.2,Paid Off,0,0
LN-00506,BRW-0422,2024-07-07,Medical Expenses,21200.0,12,10.78,1871.52,67.4,Late,30,0
LN-00507,BRW-0423,2024-06-17,Vacation,33300.0,48,10.34,850.02,45.4,Default,125,1
LN-00508,BRW-0424,2024-12-09,Business Loan,5100.0,36,9.55,163.49,19.5,Default,102,1
LN-00509,BRW-0425,2024-07-25,Home Improvement,17400.0,36,6.77,535.43,62.8,Current,0,0
LN-00510,BRW-0426,2024-11-18,Wedding,10800.0,48,6.06,253.94,49.0,Default,109,1
LN-00511,BRW-0426,2024-11-18,Debt Consolidation,34800.0,48,8.33,854.97,72.4,Paid Off,0,0
LN-00512,BRW-0427,2024-06-02,Home Improvement,30100.0,60,9.49,632.01,61.9,Default,127,1
LN-00513,BRW-0428,2024-04-05,Debt Consolidation,8700.0,48,8.96,216.33,13.4,Current,0,0
LN-00514,BRW-0429,2025-06-19,Medical Expenses,7500.0,60,8.46,153.73,21.5,Paid Off,0,0
LN-00515,BRW-0430,2025-01-31,Education,47100.0,12,14.85,4247.83,64.8,Default,49,1
LN-00516,BRW-0431,2024-11-12,Wedding,14000.0,12,10.03,1231.02,86.0,Late,30,0
LN-00517,BRW-0431,2024-06-14,Home Improvement,11300.0,24,13.99,542.49,52.8,Default,177,1
LN-00518,BRW-0432,2025-04-29,Home Improvement,11800.0,48,7.19,283.61,55.7,Current,0,0
LN-00519,BRW-0433,2025-02-14,Home Improvement,25400.0,36,12.56,850.45,32.4,Late,0,0
LN-00520,BRW-0433,2025-02-27,Vacation,42600.0,36,10.14,1377.38,37.6,Paid Off,0,0
LN-00521,BRW-0434,2024-01-09,Wedding,4400.0,24,11.42,205.93,47.1,Current,0,0
LN-00522,BRW-0435,2025-04-24,Home Improvement,12600.0,12,8.26,1097.57,77.8,Late,15,0
LN-00523,BRW-0436,2024-12-02,Home Improvement,46300.0,48,8.98,1151.74,23.8,Late,0,0
